sample_id,problem_key,canonical_problem_identity,preflight_rejected,complete_and_valid,strict_eligible,unique_problem_selected,expected_trial_count,valid_run_count,original_plain_exact_count,obfuscated_plain_exact_count,obfuscated_prompt_slice_exact_count,obfuscated_codesteer_exact_count,best_codesteer_trial,best_trace_quality_score,validation_errors,preflight_rejection_reasons
cc-valid-r086-s0131-1566-c-max-mex-cut__t5_easy_seed1__balanced-generated-000035,codeforces-1566-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000086,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r088-s0102-1566-d2-seating-arrangements-hard-version__t5_easy_seed1__00-generated-122,codeforces-1566-D2,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000088,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r088-s0111-1566-d2-seating-arrangements-hard-version__t5_easy_seed1__00-generated-122,codeforces-1566-D2,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000088,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r088-s0111-1566-d2-seating-arrangements-hard-version__t5_easy_seed1__balanced-generated-000020,codeforces-1566-D2,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000088,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r088-s0111-1566-d2-seating-arrangements-hard-version__t5_easy_seed1__balanced-generated-000022,codeforces-1566-D2,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000088,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r088-s0111-1566-d2-seating-arrangements-hard-version__t5_easy_seed1__balanced-generated-000027,codeforces-1566-D2,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000088,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r088-s0111-1566-d2-seating-arrangements-hard-version__t5_easy_seed1__balanced-generated-000038,codeforces-1566-D2,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000088,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r094-s0350-1567-c-carrying-conundrum__t5_easy_seed1__00-private-001,codeforces-1567-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000094,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r094-s0350-1567-c-carrying-conundrum__t5_easy_seed1__balanced-generated-000044,codeforces-1567-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000094,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r094-s0350-1567-c-carrying-conundrum__t5_easy_seed1__balanced-generated-000046,codeforces-1567-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000094,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r094-s0350-1567-c-carrying-conundrum__t5_easy_seed1__balanced-generated-000164,codeforces-1567-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000094,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r094-s0350-1567-c-carrying-conundrum__t5_easy_seed1__balanced-generated-000186,codeforces-1567-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000094,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r094-s0350-1567-c-carrying-conundrum__t5_easy_seed1__supp-generated-072,codeforces-1567-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000094,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r094-s0350-1567-c-carrying-conundrum__t5_easy_seed1__supp-generated-074,codeforces-1567-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000094,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r094-s0350-1567-c-carrying-conundrum__t5_easy_seed1__supp-generated-158,codeforces-1567-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000094,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r094-s0350-1567-c-carrying-conundrum__t5_easy_seed1__supp-private-000,codeforces-1567-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000094,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r101-s0059-1569-d-inconvenient-pairs__t5_easy_seed1__00-private-000,codeforces-1569-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000101,False,True,False,False,3,12,2,1,0,2,1,0.75,,
cc-valid-r101-s0059-1569-d-inconvenient-pairs__t5_easy_seed1__balanced-generated-000064,codeforces-1569-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000101,False,True,False,False,3,12,0,1,0,0,,,,
cc-valid-r101-s0059-1569-d-inconvenient-pairs__t5_easy_seed1__balanced-generated-000068,codeforces-1569-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000101,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r101-s0059-1569-d-inconvenient-pairs__t5_easy_seed1__balanced-generated-000075,codeforces-1569-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000101,False,True,False,False,3,12,0,0,2,0,,,,
cc-valid-r101-s0059-1569-d-inconvenient-pairs__t5_easy_seed1__balanced-generated-000086,codeforces-1569-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000101,False,True,True,False,3,12,0,0,0,1,1,0.64564103,,
cc-valid-r101-s0059-1569-d-inconvenient-pairs__t5_easy_seed1__supp-generated-002,codeforces-1569-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000101,False,True,True,True,3,12,0,0,0,1,3,0.8,,
cc-valid-r101-s0059-1569-d-inconvenient-pairs__t5_easy_seed1__supp-generated-026,codeforces-1569-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000101,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r101-s0059-1569-d-inconvenient-pairs__t5_easy_seed1__supp-generated-042,codeforces-1569-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000101,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r101-s0059-1569-d-inconvenient-pairs__t5_easy_seed1__supp-generated-063,codeforces-1569-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000101,False,True,True,False,3,12,0,0,0,1,2,0.65285256,,
cc-valid-r109-s0175-1573-a-countdown__t5_easy_seed1__00-generated-007,codeforces-1573-A,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000109,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r109-s0175-1573-a-countdown__t5_easy_seed1__balanced-generated-000017,codeforces-1573-A,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000109,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r109-s0175-1573-a-countdown__t5_easy_seed1__balanced-generated-000088,codeforces-1573-A,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000109,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r109-s0175-1573-a-countdown__t5_easy_seed1__balanced-generated-000090,codeforces-1573-A,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000109,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r109-s0175-1573-a-countdown__t5_easy_seed1__balanced-generated-000106,codeforces-1573-A,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000109,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r110-s0039-1573-c-book__t5_easy_seed1__00-generated-000,codeforces-1573-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000110,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r110-s0039-1573-c-book__t5_easy_seed1__balanced-generated-000002,codeforces-1573-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000110,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r110-s0039-1573-c-book__t5_easy_seed1__balanced-generated-000009,codeforces-1573-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000110,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r110-s0039-1573-c-book__t5_easy_seed1__balanced-generated-000014,codeforces-1573-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000110,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r110-s0039-1573-c-book__t5_easy_seed1__balanced-generated-000025,codeforces-1573-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000110,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0083-1574-c-slay-the-dragon__t5_easy_seed1__00-generated-156,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0083-1574-c-slay-the-dragon__t5_easy_seed1__balanced-generated-000046,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0083-1574-c-slay-the-dragon__t5_easy_seed1__balanced-generated-000055,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0083-1574-c-slay-the-dragon__t5_easy_seed1__balanced-generated-000080,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0083-1574-c-slay-the-dragon__t5_easy_seed1__balanced-generated-000160,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0083-1574-c-slay-the-dragon__t5_easy_seed1__supp-generated-030,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,1,0,0,,,,
cc-valid-r113-s0083-1574-c-slay-the-dragon__t5_easy_seed1__supp-generated-086,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0083-1574-c-slay-the-dragon__t5_easy_seed1__supp-generated-097,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0083-1574-c-slay-the-dragon__t5_easy_seed1__supp-generated-098,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0164-1574-c-slay-the-dragon__t5_easy_seed1__00-generated-156,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0164-1574-c-slay-the-dragon__t5_easy_seed1__supp-generated-030,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,1,0,,,,
cc-valid-r113-s0164-1574-c-slay-the-dragon__t5_easy_seed1__supp-generated-086,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0164-1574-c-slay-the-dragon__t5_easy_seed1__supp-generated-097,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r113-s0164-1574-c-slay-the-dragon__t5_easy_seed1__supp-generated-098,codeforces-1574-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000113,False,True,False,False,3,12,0,0,0,0,,,,
